Ime,Leto,Velikost,Cena,Regija
"LJ. ŠIŠKA, ŠIŠENSKA CESTA 12",2022,65.9,355000.0,ljubljana-mesto
"LJ. ŠIŠKA, TRG KOMANDANTA STANETA",1970,30.2,173000.0,ljubljana-mesto
"LJ. ŠIŠKA, TRG PREKOMORSKIH BRIGAD",1964,76.0,259000.0,ljubljana-mesto
"LJ. ŠIŠKA, UL. 28. MAJA",1975,72.2,245000.0,ljubljana-mesto
"LJ. ŠIŠKA, ULICA MARTINA KRPANA",1961,56.0,248000.0,ljubljana-mesto
"LJ. ŠIŠKA, V NESPOSREDNI BLIŽINI KINA ŠIŠKE",1967,42.0,185000.0,ljubljana-mesto
"LJ. ŠIŠKA, VEROVŠKOVA ULICA",1963,77.1,240000.0,ljubljana-mesto
LJ. VIČ,1952,7.9,55000.0,ljubljana-mesto
LJ. VIČ,1952,7.9,55000.0,ljubljana-mesto
LJ. VIČ,2004,34.39,179000.0,ljubljana-mesto
LJ. VIČ,2004,41.2,179000.0,ljubljana-mesto
LJ. VIČ,1987,48.0,210000.0,ljubljana-mesto
LJ. VIČ,1963,50.0,219000.0,ljubljana-mesto
LJ. VIČ,1976,54.1,230000.0,ljubljana-mesto
LJ. VIČ,1930,62.0,200000.0,ljubljana-mesto
LJ. VIČ,1965,63.6,209000.0,ljubljana-mesto
LJ. VIČ,1934,63.9,268000.0,ljubljana-mesto
LJ. VIČ,1964,70.1,285000.0,ljubljana-mesto
LJ. VIČ,1955,82.6,267000.0,ljubljana-mesto
LJ. VIČ,1978,84.1,390000.0,ljubljana-mesto
LJ. VIČ,1827,86.9,230000.0,ljubljana-mesto
LJ. VIČ,2004,118.5,397000.0,ljubljana-mesto
LJ. VIČ,1898,122.0,468000.0,ljubljana-mesto
LJ. VIČ,2004,124.0,397000.0,ljubljana-mesto
LJ. VIČ,1974,147.5,469000.0,ljubljana-mesto
LJ. VIČ,2018,153.6,850000.0,ljubljana-mesto
LJ. VIČ,2022,166.9,729000.0,ljubljana-mesto
LJ. VIČ,2002,190.9,550000.0,ljubljana-mesto
LJ. VIČ,1970,294.3,890000.0,ljubljana-mesto
LJ. VIČ,1970,350.8,949000.0,ljubljana-mesto
"LJ. VIČ, - JAMOVA CESTA",1968,86.7,315000.0,ljubljana-mesto
"LJ. VIČ, 1A POGLED PROTI ROŽNIKU",1974,57.8,225000.0,ljubljana-mesto
"LJ. VIČ, BLIŽINA CENTRA MESTA",1873,95.7,275000.0,ljubljana-mesto
"LJ. VIČ, BLIŽINA ROŽNIKA, PST + ATRIJ",2011,83.4,392669.0,ljubljana-mesto
"LJ. VIČ, BLIŽINA ŠPARA",1991,179.71,390000.0,ljubljana-mesto
"LJ. VIČ, BREZOVICA OKOLICA",2022,120.0,319999.0,ljubljana-mesto
"LJ. VIČ, CESTA NA BRDO 46C",2022,120.0,650000.0,ljubljana-mesto
"LJ. VIČ, DOLGI MOST",2004,84.0,375000.0,ljubljana-mesto
"LJ. VIČ, GARAŽA IN ATRIJ, TRŽAŠKA CESTA",2004,41.1,178990.0,ljubljana-mesto
"LJ. VIČ, KOZARJE",2003,169.0,495000.0,ljubljana-mesto
"LJ. VIČ, LJ",1963,70.0,245000.0,ljubljana-mesto
"LJ. VIČ, NANOŠKA, OB CESTI NA BRDO",1957,18.0,90000.0,ljubljana-mesto
"LJ. VIČ, OBMOČJE UMIRJENEGA PROMETA IN REKREATIVNIH POVRŠIN",1960,88.7,325000.0,ljubljana-mesto
"LJ. VIČ, ODLIČNA LOKACIJA, BALKON",1968,86.6,315000.0,ljubljana-mesto
"LJ. VIČ, ODLIČNA PRILOŽNOST",2004,63.7,270000.0,ljubljana-mesto
"LJ. VIČ, PENTHAUS STANOVANJE BLIZU CENTRA",1991,180.0,398000.0,ljubljana-mesto
"LJ. VIČ, POKLUKARJEVA UL.",1975,52.1,195000.0,ljubljana-mesto
"LJ. VIČ, POKLUKARJEVA ULICA",1973,77.0,282000.0,ljubljana-mesto
"LJ. VIČ, REŠKA ULICA",1974,52.0,230000.0,ljubljana-mesto
"LJ. VIČ, ROZNA DOLINA, 2 PARK. MESTI",2003,116.1,397000.0,ljubljana-mesto
"LJ. VIČ, RUDNIK",2006,49.2,239000.0,ljubljana-mesto
"LJ. VIČ, S PARKIRNIM MESTOM IN ATRIJEM",2004,41.2,179000.0,ljubljana-mesto
"LJ. VIČ, SULČJA ULICA 9",2007,112.0,245000.0,ljubljana-mesto
"LJ. VIČ, TRZASKA CESTA",1890,34.3,120000.0,ljubljana-mesto
"LJ. VIČ, TRŽAŠKA CESTA",1978,56.5,225000.0,ljubljana-mesto
"LJ. VIČ, VILA BLOK BLIZU ROŽNE DOLINE",2004,118.5,439000.0,ljubljana-mesto
"LJ. VIČ, ZADNJA ENOTA",2023,44.1,280000.0,ljubljana-mesto
"LJ. VIČ, ZELENI GAJ, BRDO",2014,127.0,420000.0,ljubljana-mesto
MALI LIPOGLAV,2005,130.0,249000.0,ljubljana-mesto
MALI LIPOGLAV,2005,150.0,234000.0,ljubljana-mesto
MURGLE,1960,35.95,148000.0,ljubljana-mesto
MURGLE,1960,44.4,210000.0,ljubljana-mesto
MURGLE,2022,107.2,569380.0,ljubljana-mesto
"MURGLE, TRNOVO",1995,89.93,415000.0,ljubljana-mesto
NADGORICA,2023,108.73,385000.0,ljubljana-mesto
NOVE FUŽINE,1960,28.0,90000.0,ljubljana-mesto
NOVE FUŽINE,1981,49.9,159000.0,ljubljana-mesto
NOVE FUŽINE,1981,86.2,318000.0,ljubljana-mesto
NOVE FUŽINE,1985,87.7,296000.0,ljubljana-mesto
NOVE JARŠE,1997,54.3,260000.0,ljubljana-mesto
NOVE JARŠE,1980,59.2,257000.0,ljubljana-mesto
NOVE JARŠE,1967,60.5,264000.0,ljubljana-mesto
NOVE JARŠE,1975,62.0,250000.0,ljubljana-mesto
NOVE JARŠE,1975,62.2,260000.0,ljubljana-mesto
NOVE JARŠE,1969,65.0,275000.0,ljubljana-mesto
NOVE JARŠE,1930,66.9,329000.0,ljubljana-mesto
NOVE JARŠE,1972,78.15,300272.39,ljubljana-mesto
NOVE JARŠE,1950,78.6,269000.0,ljubljana-mesto
NOVE JARŠE,1973,88.0,259000.0,ljubljana-mesto
NOVE JARŠE,1952,97.8,265000.0,ljubljana-mesto
"NOVE JARŠE, BTC, KVEDROVA CESTA",1967,60.5,264000.0,ljubljana-mesto
"NOVE JARŠE, ULICA HERMANA POTOČNIKA",1975,34.9,160000.0,ljubljana-mesto
"NOVO POLJE, OB ZADOBROŠKI CESTI. .",2002,112.1,250000.0,ljubljana-mesto
PODUTIK,1991,43.5,189000.0,ljubljana-mesto
PODUTIK,1967,57.8,185280.0,ljubljana-mesto
PODUTIK,1972,70.0,200000.0,ljubljana-mesto
PODUTIK,1975,73.0,279000.0,ljubljana-mesto
PODUTIK,2022,200.0,645000.0,ljubljana-mesto
"PODUTIK, FUNKCIONALNO STANOVANJE V ZELENI OAZI IN BLIZU VSE ...",1991,58.0,238000.0,ljubljana-mesto
"PODUTIK, KLEMENČIČEVA UL.",1975,252.7,395000.0,ljubljana-mesto
POLJANE,1960,55.5,249000.0,ljubljana-mesto
POLJANE,2006,160.7,520000.0,ljubljana-mesto
"POLJANE, MESARSKA CESTA",2006,129.0,460000.0,ljubljana-mesto
"POLJANE, SEDEM MINUT DO CENTRALNE TRŽNICE",1961,65.0,270000.0,ljubljana-mesto
POLJE,1900,25.0,115000.0,ljubljana-mesto
POLJE,1976,29.4,135000.0,ljubljana-mesto
POLJE,1976,31.62,134000.0,ljubljana-mesto
POLJE,1899,33.0,179000.0,ljubljana-mesto
POLJE,1976,39.8,170000.0,ljubljana-mesto
POLJE,1965,57.2,233000.0,ljubljana-mesto
POLJE,1965,57.2,233000.0,ljubljana-mesto
POLJE,1965,57.2,233000.0,ljubljana-mesto
POLJE,1966,57.21,199000.0,ljubljana-mesto
POLJE,1976,62.0,209000.0,ljubljana-mesto
POLJE,1976,62.0,209000.0,ljubljana-mesto
POLJE,1977,62.5,212000.0,ljubljana-mesto
POLJE,1977,62.5,212000.0,ljubljana-mesto
POLJE,1972,63.8,180000.0,ljubljana-mesto
POLJE,1964,69.0,220000.0,ljubljana-mesto
POLJE,1903,77.4,187000.0,ljubljana-mesto
POLJE,1955,103.7,275000.0,ljubljana-mesto
POLJE,2023,114.0,449000.0,ljubljana-mesto
"POLJE, BALKON, GARAŽA",1999,75.5,236000.0,ljubljana-mesto
"POLJE, CESTA V",1965,57.2,232990.0,ljubljana-mesto
"POLJE, CESTA VI",1976,31.82,134990.0,ljubljana-mesto
"POLJE, PARKIRNI PROSTOR V CENI",1999,26.0,133000.0,ljubljana-mesto
"POLJE, SLAPE",2022,106.0,449000.0,ljubljana-mesto
"POLJE, ZADOBROVA",2023,84.2,369000.0,ljubljana-mesto
"POLJE, ZADOBROVA",2023,201.0,449000.0,ljubljana-mesto
PRULE,1965,12.8,84000.0,ljubljana-mesto
PRULE,1964,15.75,70000.0,ljubljana-mesto
PRULE,1964,66.2,205000.0,ljubljana-mesto
PRULE,1939,86.1,429000.0,ljubljana-mesto
RAKOVNIK,1974,61.2,225000.0,ljubljana-mesto
RAKOVNIK,1968,63.6,249000.0,ljubljana-mesto
RAKOVNIK,1968,64.3,219900.0,ljubljana-mesto
RAKOVNIK,1974,65.1,240000.0,ljubljana-mesto
ROŽNA DOLINA,1940,46.0,228000.0,ljubljana-mesto
ROŽNA DOLINA,1935,47.0,249000.0,ljubljana-mesto
ROŽNA DOLINA,1935,47.0,249000.0,ljubljana-mesto
ROŽNA DOLINA,2009,78.3,385000.0,ljubljana-mesto
ROŽNA DOLINA,2006,104.0,283000.0,ljubljana-mesto
ROŽNA DOLINA,2020,119.1,920000.0,ljubljana-mesto
ROŽNA DOLINA,2021,135.0,950000.0,ljubljana-mesto
ROŽNA DOLINA,2017,153.0,850000.0,ljubljana-mesto
ROŽNA DOLINA,1939,264.0,649000.0,ljubljana-mesto
"ROŽNA DOLINA, BLIŽINA ROŽNIKA, PST + ATRIJ",2011,83.4,392669.0,ljubljana-mesto
"ROŽNA DOLINA, CESTA NA BRDO",2020,162.5,866600.0,ljubljana-mesto
"ROŽNA DOLINA, LJ. VIČ",1963,67.8,259000.0,ljubljana-mesto
"ROŽNA DOLINA, NAKUP KOT INVESTICIJA",2011,83.4,365000.0,ljubljana-mesto
"ROŽNA DOLINA, ODLIČNA, MIRNA LOKACIJA, UREJENO NASELJE, V BL...",1958,119.7,490000.0,ljubljana-mesto
RUDNIK,2007,38.2,109000.0,ljubljana-mesto
RUDNIK,2009,48.7,225000.0,ljubljana-mesto
RUDNIK,2007,64.9,175000.0,ljubljana-mesto
RUDNIK,2022,66.41,279500.0,ljubljana-mesto
RUDNIK,2021,81.5,370000.0,ljubljana-mesto
RUDNIK,2021,81.5,370000.0,ljubljana-mesto
RUDNIK,2007,102.1,275000.0,ljubljana-mesto
RUDNIK,2021,108.2,340376.0,ljubljana-mesto
RUDNIK,2021,140.2,448889.0,ljubljana-mesto
RUDNIK,2016,143.4,620000.0,ljubljana-mesto
RUDNIK,2008,150.0,520000.0,ljubljana-mesto
RUDNIK,2008,164.0,520000.0,ljubljana-mesto
RUDNIK,2021,197.2,999999.0,ljubljana-mesto
RUDNIK,2021,197.2,999999.0,ljubljana-mesto
RUDNIK,2021,210.04,999999.0,ljubljana-mesto
"RUDNIK, JURČKOVA 96",2021,79.8,370000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,55.15,231000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,55.15,231000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,61.18,240500.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,66.41,279500.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,66.42,279500.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,69.1,269000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,83.32,312000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,83.34,342000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,83.34,342000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,84.88,343000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,84.88,326000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,84.88,326000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,84.88,326000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,85.19,344000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,85.19,344000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,86.2,348000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,86.2,348000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,86.2,322000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,86.2,348000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,86.2,322000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,95.8,356000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,95.8,356000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,95.82,384000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,95.82,384000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,95.83,384000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,95.83,384000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,96.01,366000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,96.01,356000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,96.01,356000.0,ljubljana-mesto
"RUDNIK, LAVRICA",2022,96.01,366000.0,ljubljana-mesto
"RUDNIK, LAVRICA, ŠKOFLJICA: VRTEC, ŠOLA, LPP",2000,60.4,239000.0,ljubljana-mesto
"RUDNIK, LJ. VIČ, ŠKOFLJICA",2012,87.2,295000.0,ljubljana-mesto
"RUDNIK, PERUZZIJEVA, VILA BOBER",2020,105.3,450000.0,ljubljana-mesto
"RUDNIK, SULČJA ULICA 9",2007,102.1,275000.0,ljubljana-mesto
"RUDNIK, VILA BOBER",2020,181.26,850000.0,ljubljana-mesto
SAVSKO NASELJE,1960,11.0,49000.0,ljubljana-mesto
SAVSKO NASELJE,1941,50.1,215000.0,ljubljana-mesto
SAVSKO NASELJE,1941,59.5,199000.0,ljubljana-mesto
SAVSKO NASELJE,1954,62.0,270000.0,ljubljana-mesto
SAVSKO NASELJE,1972,62.1,228000.0,ljubljana-mesto
"SAVSKO NASELJE, PARKIRNO MESTO, NOVEJŠA GRADNJA",2003,63.9,267000.0,ljubljana-mesto
SNEBERJE,1960,117.0,215000.0,ljubljana-mesto
SP. ŠIŠKA,1969,18.8,129000.0,ljubljana-mesto
SP. ŠIŠKA,1960,26.0,135000.0,ljubljana-mesto
SP. ŠIŠKA,1850,36.0,160000.0,ljubljana-mesto
SP. ŠIŠKA,1934,40.0,140000.0,ljubljana-mesto
SP. ŠIŠKA,1962,48.9,169000.0,ljubljana-mesto
SP. ŠIŠKA,1937,53.5,215000.0,ljubljana-mesto
SP. ŠIŠKA,2005,53.7,240000.0,ljubljana-mesto
SP. ŠIŠKA,2022,55.49,298000.0,ljubljana-mesto
SP. ŠIŠKA,1909,63.0,270000.0,ljubljana-mesto
SP. ŠIŠKA,1892,66.2,209000.0,ljubljana-mesto
SP. ŠIŠKA,1889,67.0,237000.0,ljubljana-mesto
SP. ŠIŠKA,1889,70.56,237000.0,ljubljana-mesto
SP. ŠIŠKA,1931,76.3,195000.0,ljubljana-mesto
SP. ŠIŠKA,1965,83.4,340000.0,ljubljana-mesto
SP. ŠIŠKA,1965,83.4,330000.0,ljubljana-mesto
SP. ŠIŠKA,1967,86.0,310000.0,ljubljana-mesto
SP. ŠIŠKA,1900,99.8,299000.0,ljubljana-mesto
"SP. ŠIŠKA, CELOVŠKA CESTA",1942,90.1,287000.0,ljubljana-mesto
"SP. ŠIŠKA, ČERNETOVA ULICA",1963,54.4,199000.0,ljubljana-mesto
"SP. ŠIŠKA, LJ",2005,101.6,419000.0,ljubljana-mesto
"SP. ŠIŠKA, LJ. - SPODNJA",1935,87.2,340000.0,ljubljana-mesto
"SP. ŠIŠKA, NASPROTI TIVOLIJA",1939,76.5,319000.0,ljubljana-mesto
"SP. ŠIŠKA, NOVEJŠE STANOVANJE V ŠIŠKI",2005,81.0,295000.0,ljubljana-mesto
"SP. ŠIŠKA, OB DRENIKOVI ULICI, LJ.",1963,54.0,215000.0,ljubljana-mesto
"SP. ŠIŠKA, PRI STADIONU ŽAK",2002,125.0,555000.0,ljubljana-mesto
"SP. ŠIŠKA, SPODNJA, BLIŽINA CENTRA",1963,72.6,270000.0,ljubljana-mesto
"SP. ŠIŠKA, TIVOLI",1932,40.0,195000.0,ljubljana-mesto
SREDNJE GAMELJNE,1882,25.0,124000.0,ljubljana-mesto
SREDNJE GAMELJNE,1882,50.9,229000.0,ljubljana-mesto
STANEŽIČE,2003,49.8,159000.0,ljubljana-mesto
STARA LJ.,1600,95.0,427500.0,ljubljana-mesto
STARA LJ.,1895,96.9,348000.0,ljubljana-mesto
STARA LJ.,1550,100.8,398000.0,ljubljana-mesto
STARA LJ.,1895,109.4,338000.0,ljubljana-mesto
STARA LJ.,1827,124.0,329000.0,ljubljana-mesto
STARA LJ.,1500,156.1,655000.0,ljubljana-mesto
STARA LJ.,1800,180.0,4600.0,ljubljana-mesto
STARA LJ.,1895,206.3,675000.0,ljubljana-mesto
STARA LJ.,1600,207.0,650000.0,ljubljana-mesto
"STARA LJ., GOSPOSKA ULICA",1897,96.9,425000.0,ljubljana-mesto
"STARA LJ., LEVSTIKOV TRG, NASPROTI CERKVE SVETEGA JAKOBA",1700,30.7,180000.0,ljubljana-mesto
"STARA LJ., NOVO ŠTIRISOBNO STANOVANJE V CENTRU",2012,206.5,1250000.0,ljubljana-mesto
ŠENTVID,1994,44.0,176000.0,ljubljana-mesto
ŠENTVID,1969,46.8,149000.0,ljubljana-mesto
ŠENTVID,1986,51.9,187000.0,ljubljana-mesto
ŠENTVID,1963,56.7,202000.0,ljubljana-mesto
ŠENTVID,1939,69.7,210000.0,ljubljana-mesto
ŠENTVID,1957,73.44,264000.0,ljubljana-mesto
ŠENTVID,1954,74.2,245000.0,ljubljana-mesto
ŠENTVID,1969,80.0,238000.0,ljubljana-mesto
ŠENTVID,1930,135.2,285000.0,ljubljana-mesto
ŠENTVID,2021,190.0,885000.0,ljubljana-mesto
"ŠENTVID, ATRIJ, OPREMLJENO",2018,138.2,519000.0,ljubljana-mesto
"ŠENTVID, PRUŠNIKOVA",1969,71.0,280000.0,ljubljana-mesto
"ŠENTVID, PRUŠNIKOVA ULICA",1965,37.22,165000.0,ljubljana-mesto
"ŠENTVID, PRUŠNIKOVA, MOŽNA PREUREDITEV V ŠTIRISOBNO STANOVAN...",1986,90.4,340000.0,ljubljana-mesto
"ŠENTVID, ŠIŠKA",1984,117.4,365000.0,ljubljana-mesto
ŠMARTNO POD ŠMARNO GORO,1850,111.1,260000.0,ljubljana-mesto
ŠMARTNO POD ŠMARNO GORO,2006,213.48,629000.0,ljubljana-mesto
ŠTEPANJA VAS,1977,22.0,105000.0,ljubljana-mesto
"ŠTEPANJA VAS, BILEČANSKA",1967,29.6,157000.0,ljubljana-mesto
"ŠTEPANJA VAS, STEPANJSKO NASELJE",1977,127.5,240000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1977,18.1,112500.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1977,18.1,112500.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1977,21.8,109000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1975,43.0,187000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1975,43.0,187000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1978,48.0,200000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1977,54.2,239000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1977,54.4,239000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1976,65.8,219000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1976,73.5,267000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1976,73.5,267000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1976,80.02,315000.0,ljubljana-mesto
ŠTEPANJSKO NASELJE,1976,93.44,320000.0,ljubljana-mesto
"ŠTEPANJSKO NASELJE, ATRIJ, 2X PARKING",2005,84.7,375000.0,ljubljana-mesto
"ŠTEPANJSKO NASELJE, LJ. - GOLOVEC",2005,53.9,207500.0,ljubljana-mesto
"ŠTEPANJSKO NASELJE, OB GOLOVCU",1978,43.5,184000.0,ljubljana-mesto
"ŠTEPANJSKO NASELJE, OB SOTOČJU",1974,85.2,350000.0,ljubljana-mesto
"ŠTEPANJSKO NASELJE, PRITLIČNO STANOVANJE Z VELIKIM ATRIJEM",2005,84.7,375000.0,ljubljana-mesto
TABOR,2021,75.0,350000.0,ljubljana-mesto
TABOR,1950,119.2,469000.0,ljubljana-mesto
TACEN,2023,115.17,516811.26,ljubljana-mesto
TACEN,2023,115.17,516811.26,ljubljana-mesto
TACEN,2023,175.39,691395.59,ljubljana-mesto
"TACEN, POD ŠMARNO GORO",2009,61.9,315000.0,ljubljana-mesto
TOMAČEVO,1900,68.2,125000.0,ljubljana-mesto
"TOMAČEVO, DAJNKOVA ULICA",1998,23.4,109900.0,ljubljana-mesto
TRNOVO,1981,58.0,270000.0,ljubljana-mesto
TRNOVO,1961,72.0,270000.0,ljubljana-mesto
TRNOVO,1984,81.0,399000.0,ljubljana-mesto
TRNOVO,1935,85.3,320000.0,ljubljana-mesto
TRNOVO,2017,200.0,829000.0,ljubljana-mesto
TRNOVO,2022,210.0,999000.0,ljubljana-mesto
TRNOVO,2022,214.0,1040000.0,ljubljana-mesto
TRNOVO,2022,219.1,1020000.0,ljubljana-mesto
TRNOVO,2022,219.1,1020000.0,ljubljana-mesto
TRNOVO,2022,219.1,999000.0,ljubljana-mesto
TRNOVO,2022,245.0,999000.0,ljubljana-mesto
TRNOVO,2022,250.0,999000.0,ljubljana-mesto
TRNOVO,2022,250.0,999000.0,ljubljana-mesto
TRNOVO,2022,253.0,1040000.0,ljubljana-mesto
TRNOVO,2022,255.0,1040000.0,ljubljana-mesto
TRNOVO,2022,255.0,1040000.0,ljubljana-mesto
TRNOVO,2022,255.0,1010000.0,ljubljana-mesto
TRNOVO,2022,255.0,1030000.0,ljubljana-mesto
TRNOVO,1972,259.6,620000.0,ljubljana-mesto
TRNOVO,1972,276.6,625000.0,ljubljana-mesto
"TRNOVO, BLIZU CENTRA MESTA IN ZELENIH POVRŠIN",1972,209.0,650000.0,ljubljana-mesto
"TRNOVO, CESTA NA LOKO",1895,77.7,255000.0,ljubljana-mesto
"TRNOVO, DVE STANOVANJI Z VRTOM IN PARKIRIŠČI",1972,209.3,625000.0,ljubljana-mesto
VEVČE,1900,52.1,135000.0,ljubljana-mesto
VEVČE,1900,61.5,170000.0,ljubljana-mesto
VEVČE,2023,65.3,252700.0,ljubljana-mesto
VEVČE,1943,68.5,201000.0,ljubljana-mesto
VEVČE,1900,69.0,180000.0,ljubljana-mesto
VEVČE,2023,70.5,273400.0,ljubljana-mesto
VEVČE,1943,70.6,245000.0,ljubljana-mesto
VEVČE,1966,77.7,219000.0,ljubljana-mesto
VEVČE,2023,88.9,309400.0,ljubljana-mesto
VEVČE,2023,93.3,376600.0,ljubljana-mesto
VEVČE,2023,100.9,262400.0,ljubljana-mesto
VEVČE,2023,137.1,374600.0,ljubljana-mesto
VEVČE,2023,169.7,364000.0,ljubljana-mesto
"VEVČE, LJ.",1960,46.6,175000.0,ljubljana-mesto
VIŽMARJE,2021,113.2,450000.0,ljubljana-mesto
VIŽMARJE,1970,197.6,320000.0,ljubljana-mesto
"VIŽMARJE, REZIDENCA PIPANOVA, PARKIRNO MESTO",2020,37.67,174760.0,ljubljana-mesto
VODMAT,1961,58.83,197000.0,ljubljana-mesto
VODMAT,2022,106.0,549000.0,ljubljana-mesto
"VODMAT, POTRČEVA UL.",1961,59.0,206000.0,ljubljana-mesto
"VODMAT, POTRČEVA UL.",1961,59.0,206000.0,ljubljana-mesto
ZALOG,1985,55.07,130000.0,ljubljana-mesto
ZALOG,1975,65.1,208000.0,ljubljana-mesto
ZALOG,1978,66.0,180000.0,ljubljana-mesto
ZALOG,1910,81.3,179000.0,ljubljana-mesto
ZELENA JAMA,2010,58.8,295000.0,ljubljana-mesto
ZELENA JAMA,2022,134.5,461845.0,ljubljana-mesto
ZELENA JAMA,2004,234.3,880000.0,ljubljana-mesto
"ZELENA JAMA, DVIGALO, LOŽA, DVE PARKIRNI MESTI, POGLED NA GR...",2021,47.5,269500.0,ljubljana-mesto
ZG. ŠIŠKA,1970,28.2,169000.0,ljubljana-mesto
ZG. ŠIŠKA,1969,66.0,268000.0,ljubljana-mesto
ZG. ŠIŠKA,1968,66.6,230000.0,ljubljana-mesto
ZG. ŠIŠKA,1964,69.4,299000.0,ljubljana-mesto
ZG. ŠIŠKA,1949,70.8,239000.0,ljubljana-mesto
ZG. ŠIŠKA,1950,71.4,280000.0,ljubljana-mesto
ZG. ŠIŠKA,1950,71.5,280000.0,ljubljana-mesto
ZG. ŠIŠKA,2009,75.4,450000.0,ljubljana-mesto
ZG. ŠIŠKA,1972,81.7,315000.0,ljubljana-mesto
ZG. ŠIŠKA,1940,83.1,275000.0,ljubljana-mesto
ZG. ŠIŠKA,1952,83.65,275000.0,ljubljana-mesto
"ZG. ŠIŠKA, JUGO - ZAHODNA LEGA - PARKOVNE POVRŠINE Z OTROŠKI...",1970,43.6,190000.0,ljubljana-mesto
"ZG. ŠIŠKA, RAŠIŠKA ULICA",1972,28.27,165000.0,ljubljana-mesto
"ZG. ŠIŠKA, V BLIŽINI OŠ VALENTIN VODNIK IN NASPROTI ALEJA CE...",1967,65.6,210000.0,ljubljana-mesto
ZUPANČIČEVA JAMA,1972,33.4,127000.0,ljubljana-mesto
ZUPANČIČEVA JAMA,1989,92.7,395000.0,ljubljana-mesto
ZUPANČIČEVA JAMA,1935,109.0,327000.0,ljubljana-mesto
ZUPANČIČEVA JAMA,2018,121.6,530000.0,ljubljana-mesto
ZUPANČIČEVA JAMA,2005,131.0,545000.0,ljubljana-mesto
ZUPANČIČEVA JAMA,1935,152.0,456000.0,ljubljana-mesto
GROSUPLJE,2000,66.9,227000.0,ljubljana-okolica
JEZERO,2024,103.9,275000.0,ljubljana-okolica
ŠKOFLJICA,2016,40.0,225000.0,ljubljana-okolica
"ŠKOFLJICA, MODERNO ZASNOVANO STANOVANJE BLIZU VSE INFRASTRUK...",2008,96.4,285000.0,ljubljana-okolica
BLATNA BREZOVICA,2011,100.0,200000.0,ljubljana-okolica
"BOROVNICA, PRI VRHNIKI",1857,63.6,109700.0,ljubljana-okolica
"BOROVNICA, ZALARJEVA C.",1833,121.2,185000.0,ljubljana-okolica
"BOROVNICA, ZALARJEVA C.",1833,121.2,185000.0,ljubljana-okolica
BREG PRI BOROVNICI,1880,54.0,120000.0,ljubljana-okolica
BREST,2009,59.3,299000.0,ljubljana-okolica
"BREST, ATRIJ, PARKIRIŠČE, LOPA",2009,59.4,299000.0,ljubljana-okolica
"BREST, LJ. - IG",2009,59.4,299000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2005,34.0,170000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2005,34.1,169000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2004,67.86,230000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2022,75.5,255000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2022,75.7,255000.0,ljubljana-okolica
