Ime,Leto,Velikost,Cena,Regija
"KOROŠKA VRATA, MARIBOR - CENTER",2007,127.3,299000.0,podravska
"KOROŠKA VRATA, MARIBOR - KMETIJSKA ULICA",1963,73.7,154900.0,podravska
"KOROŠKA VRATA, MLADINSKA ULICA",1959,160.0,390000.0,podravska
"KOŠAKI, MARIBOR",1870,66.6,89000.0,podravska
KREMBERK,2008,64.5,109900.0,podravska
LENART V SLOVENSKIH GORICAH,1969,85.3,129900.0,podravska
"LENART V SLOVENSKIH GORICAH, NEPOSREDNA BLIŽINA CENTRA, ATRI...",2012,70.7,177800.0,podravska
LIMBUŠ,1930,57.0,81000.0,podravska
LIMBUŠ,2008,71.9,149000.0,podravska
LIMBUŠ,1757,82.1,82100.0,podravska
"LIMBUŠ, PRENOVLJENO V CELOTI",1757,88.3,110375.0,podravska
MARIBOR,2022,110.36,320000.0,podravska
MARIBOR,1900,120.0,442000.0,podravska
"MARIBOR, CENTER - HUTTER BLOK",1941,153.6,260000.0,podravska
"MARIBOR, HOČKO POHORJE",2010,88.8,241000.0,podravska
"MARIBOR, KOROŠKA CESTA",2007,81.8,189000.0,podravska
"MARIBOR, KREKOVA",1965,35.0,89000.0,podravska
"MARIBOR, MAGDALENA",2007,65.2,1800.0,podravska
"MARIBOR, MB, STROGI CENTER - GOSPOSKA UL.",1855,35.4,119000.0,podravska
"MARIBOR, MIKLAVŽ NA DRAVSKEM POLJU",2009,123.7,245000.0,podravska
"MARIBOR, POBREŽJE",1964,38.4,95000.0,podravska
"MARIBOR, TEZNO",1962,57.9,88000.0,podravska
MB - CENTER,1934,32.9,52000.0,podravska
MB - CENTER,1963,46.9,103000.0,podravska
MB - CENTER,1964,53.3,129000.0,podravska
MB - CENTER,1990,54.7,110000.0,podravska
MB - CENTER,2012,58.5,150000.0,podravska
MB - CENTER,1963,59.0,139000.0,podravska
MB - CENTER,1860,60.0,138000.0,podravska
MB - CENTER,1949,69.7,138000.0,podravska
MB - CENTER,1961,69.9,175000.0,podravska
MB - CENTER,1900,72.3,99000.0,podravska
MB - CENTER,1986,73.5,120000.0,podravska
MB - CENTER,1906,73.7,159000.0,podravska
MB - CENTER,1968,75.4,178000.0,podravska
MB - CENTER,1963,80.2,165000.0,podravska
MB - CENTER,1935,81.2,169000.0,podravska
MB - CENTER,1935,81.2,169000.0,podravska
MB - CENTER,1935,81.2,169000.0,podravska
MB - CENTER,2006,81.8,189000.0,podravska
MB - CENTER,1958,82.0,159900.0,podravska
MB - CENTER,1939,83.5,160000.0,podravska
MB - CENTER,1900,84.0,169000.0,podravska
MB - CENTER,1956,84.3,145000.0,podravska
MB - CENTER,1900,86.0,145000.0,podravska
MB - CENTER,1863,86.4,172000.0,podravska
MB - CENTER,1938,93.0,210000.0,podravska
MB - CENTER,1891,93.3,186000.0,podravska
MB - CENTER,1891,93.3,180000.0,podravska
MB - CENTER,1900,95.8,145000.0,podravska
MB - CENTER,1990,96.87,176420.0,podravska
MB - CENTER,1910,98.0,189000.0,podravska
MB - CENTER,1873,99.0,320000.0,podravska
MB - CENTER,1900,102.6,149000.0,podravska
MB - CENTER,1927,104.5,250000.0,podravska
MB - CENTER,1890,110.5,170000.0,podravska
MB - CENTER,1985,116.0,360000.0,podravska
MB - CENTER,1985,116.6,370000.0,podravska
MB - CENTER,2005,120.6,233000.0,podravska
MB - CENTER,1999,124.3,198000.0,podravska
MB - CENTER,1910,127.2,259000.0,podravska
MB - CENTER,1911,130.0,129000.0,podravska
MB - CENTER,2000,153.9,180000.0,podravska
MB - CENTER,1949,216.1,249000.0,podravska
MB - CENTER,1949,216.1,249000.0,podravska
MB - CENTER,1895,222.9,349900.0,podravska
MB - CENTER,1850,263.5,349900.0,podravska
MB - CENTER,1878,277.1,304700.0,podravska
MB - CENTER,1800,301.0,500.0,podravska
"MB - CENTER, CAFOVA ULICA",1990,104.0,225000.0,podravska
"MB - CENTER, GLAVNI TRG",2010,95.0,250000.0,podravska
"MB - CENTER, HUTTER BLOK, MAISTROVA ULICA",2005,197.6,420000.0,podravska
"MB - CENTER, MARIBOR",1967,67.5,75000.0,podravska
"MB - CENTER, MARIBOR",1965,87.0,134000.0,podravska
"MB - CENTER, MARIBOR",2009,124.0,1250.0,podravska
"MB - CENTER, MARIBOR",2012,157.7,404000.0,podravska
"MB - CENTER, MARIBOR, GLAVNI TRG 2",1900,24.0,65000.0,podravska
"MB - CENTER, MELJSKA CESTA 5",1939,53.81,124000.0,podravska
"MB - CENTER, MLADINSKA ULICA",1930,91.1,305000.0,podravska
"MB - CENTER, PENTHOUSE S TERASO, RAZGLED NA POHORJE",2008,180.7,468000.0,podravska
"MB - CENTER, PRI MESTNEM PARKU",1905,52.0,1700.0,podravska
"MB - CENTER, PRI PARKU",1869,101.0,275000.0,podravska
"MB - CENTER, SMETANOVA ULICA",2004,41.5,109000.0,podravska
"MB - CENTER, STROGI - VETRINJSKA ULICA",1800,63.7,108000.0,podravska
"MB - CENTER, STUDENCI",2010,16.0,37000.0,podravska
"MB - CENTER, TRUBARJEVA ULICA",1900,117.0,149000.0,podravska
"MB - CENTER, TYRŠEVA ULICA 6, MARIBOR",1920,92.0,186000.0,podravska
"MB - CENTER, UL. HEROJA ŠLANDRA 17",1985,57.0,120000.0,podravska
"MB - CENTER, ULICA KNEZA KOCLJA",1950,71.9,149000.0,podravska
"MB - CENTER, V BLIŽINI CENTRA MESTA",1911,74.0,153000.0,podravska
"MB - CENTER, VOŠNJAKOVA ULICA 27, MARIBOR",1945,82.3,189000.0,podravska
MELJE,1880,48.0,86000.0,podravska
MELJE,1910,80.9,84000.0,podravska
MELJE,1939,86.8,199900.0,podravska
MELJE,1954,153.0,195000.0,podravska
MELJE,1895,182.0,345000.0,podravska
MIKLAVŽ NA DRAVSKEM POLJU,2009,54.4,134900.0,podravska
"MIKLAVŽ NA DRAVSKEM POLJU, MIRNA IN SONČNA SOSESKA",2009,104.2,215000.0,podravska
NOVA VAS,1984,34.7,84200.0,podravska
NOVA VAS,1985,57.9,109000.0,podravska
NOVA VAS,1980,60.6,119000.0,podravska
NOVA VAS,1983,71.6,174000.0,podravska
NOVA VAS,1986,71.7,174000.0,podravska
NOVA VAS,1983,73.3,159700.0,podravska
NOVA VAS,1979,74.5,148000.0,podravska
"NOVA VAS, ARNOLDA TOVORNIKA",1979,70.8,134900.0,podravska
"NOVA VAS, MARIBOR KARDELJEVA CESTA",1978,34.7,89900.0,podravska
"NOVA VAS, V BLIŽINI BETNAVSKEGA GOZDA",1981,72.8,149000.0,podravska
"OPLOTNICA, SLOVENSKA BISTRICA",1995,47.8,82000.0,podravska
"OPLOTNICA, SLOVENSKA BISTRICA",1995,48.9,87000.0,podravska
"OPLOTNICA, SLOVENSKA BISTRICA",1995,50.9,88000.0,podravska
"OPLOTNICA, SLOVENSKA BISTRICA",1995,66.9,117000.0,podravska
"ORMOŽ, CENTER MESTA",1890,25.1,40000.0,podravska
"ORMOŽ, CENTER MESTA",2020,53.9,75000.0,podravska
"ORMOŽ, CENTER MESTA",2020,57.5,72000.0,podravska
"ORMOŽ, CENTER MESTA",1890,72.3,98000.0,podravska
PESNICA PRI MARIBORU,2023,75.87,182463.2,podravska
PESNICA PRI MARIBORU,2023,95.92,166867.0,podravska
PESNICA PRI MARIBORU,2023,95.98,166866.56,podravska
PESNICA PRI MARIBORU,2023,103.6,169679.86,podravska
PESNICA PRI MARIBORU,2023,103.6,169679.86,podravska
"PLAČ, 32",1900,134.0,28000.0,podravska
POBREŽJE,2006,36.8,87990.0,podravska
POBREŽJE,2006,40.6,90000.0,podravska
POBREŽJE,1959,41.0,74890.0,podravska
POBREŽJE,1959,41.0,74900.0,podravska
POBREŽJE,1978,43.0,89000.0,podravska
POBREŽJE,2003,49.1,110000.0,podravska
POBREŽJE,2006,52.9,119500.0,podravska
POBREŽJE,1977,61.1,114000.0,podravska
POBREŽJE,1975,61.1,115000.0,podravska
POBREŽJE,1975,61.9,110000.0,podravska
POBREŽJE,1978,63.2,115000.0,podravska
POBREŽJE,2021,66.4,190000.0,podravska
POBREŽJE,1973,69.0,133000.0,podravska
POBREŽJE,1975,69.2,138000.0,podravska
POBREŽJE,1977,77.4,139800.0,podravska
POBREŽJE,1999,121.5,195000.0,podravska
POBREŽJE,1999,152.7,230000.0,podravska
"POBREŽJE, BELOKRANJSKA ULICA",1910,58.6,89000.0,podravska
"POBREŽJE, MAJERIČEVA ULICA",1963,51.9,119500.0,podravska
"POBREŽJE, MARIBOR",1935,31.0,70000.0,podravska
"POBREŽJE, MARIBOR",1990,53.5,150000.0,podravska
"POLJČANE, KAJUHOVA",2011,58.0,94000.0,podravska
"POLJČANE, KAJUHOVA ULICA",2013,70.0,159000.0,podravska
"POLJČANE, KAJUHOVA ULICA",1985,71.1,112000.0,podravska
PRAGERSKO,2018,89.2,169000.0,podravska
PTUJ,1974,60.0,135000.0,podravska
PTUJ,1600,63.0,120000.0,podravska
PTUJ,1959,63.0,106000.0,podravska
PTUJ,1880,67.2,129000.0,podravska
PTUJ,1978,69.0,109000.0,podravska
PTUJ,1968,69.0,105000.0,podravska
PTUJ,2004,70.0,179000.0,podravska
PTUJ,1978,80.5,139000.0,podravska
PTUJ,2003,84.0,160000.0,podravska
PTUJ,1986,85.3,109000.0,podravska
"PTUJ, CENTER",1997,55.3,63000.0,podravska
"PTUJ, CENTER",1900,137.0,230000.0,podravska
"PTUJ, OSOJNIKOVA CESTA",1997,94.0,1350.0,podravska
RAČE,1990,437.0,220000.0,podravska
"RAČE, STROGI CENTER",2002,33.36,64900.0,podravska
"RAČE, VEČJE STANOVANJE S PRIPADAJOČIM ZEMLJIŠČEM",1945,149.7,69990.0,podravska
ROGOZA,2010,58.0,144900.0,podravska
ROŠPOH - DEL,1904,138.1,37000.0,podravska
RUŠE,1900,36.52,80000.0,podravska
RUŠE,2003,37.88,79900.0,podravska
RUŠE,1984,38.5,85000.0,podravska
RUŠE,1967,42.0,83000.0,podravska
RUŠE,1950,46.4,30000.0,podravska
RUŠE,1977,54.0,105000.0,podravska
RUŠE,1964,56.2,89000.0,podravska
RUŠE,1970,59.3,125000.0,podravska
RUŠE,1967,61.3,60000.0,podravska
RUŠE,1956,62.2,104000.0,podravska
RUŠE,1956,62.2,94990.0,podravska
RUŠE,1983,63.2,96000.0,podravska
RUŠE,1983,73.1,52000.0,podravska
RUŠE,1998,89.0,142000.0,podravska
RUŠE,2008,136.7,239000.0,podravska
RUŠE,2008,142.3,250000.0,podravska
"SLADKI VRH, VRANJI",1963,43.0,43000.0,podravska
SLIVNICA PRI MARIBORU,1895,64.2,105900.0,podravska
SLOVENSKA BISTRICA,1930,50.0,73000.0,podravska
SLOVENSKA BISTRICA,2006,67.0,149000.0,podravska
SLOVENSKA BISTRICA,2008,67.8,136300.0,podravska
SLOVENSKA BISTRICA,1960,71.55,139000.0,podravska
SLOVENSKA BISTRICA,1960,71.55,135000.0,podravska
"SLOVENSKA BISTRICA, CENTER",1980,76.6,169000.0,podravska
"SLOVENSKA BISTRICA, ČOPOVA ULICA",2008,78.1,110500.0,podravska
"SLOVENSKA BISTRICA, ČOPOVA ULICA",2008,96.5,168000.0,podravska
"SLOVENSKA BISTRICA, PARTIZANSKA ULICA",1960,51.0,120000.0,podravska
"SLOVENSKA BISTRICA, PARTIZANSKA ULICA",1960,71.55,119900.0,podravska
"SLOVENSKA BISTRICA, SLO",2009,70.96,165900.0,podravska
"SLOVENSKA BISTRICA, TOMŠIČEVA ULICA",2012,42.0,88000.0,podravska
"SLOVENSKA BISTRICA, TOMŠIČEVA ULICA",2008,69.0,142000.0,podravska
SMOLNIK,1910,39.3,39900.0,podravska
SMOLNIK,1901,64.4,58800.0,podravska
SPODNJE HOČE,1948,160.0,195000.0,podravska
"SPODNJE HOČE, V BLIŽINI CENTRA HOČ",1900,122.8,185000.0,podravska
SPODNJE RADVANJE,1984,33.0,86000.0,podravska
SPODNJE RADVANJE,1985,53.0,125000.0,podravska
SPODNJE RADVANJE,1980,59.3,138000.0,podravska
SPODNJE RADVANJE,1980,63.0,117000.0,podravska
SPODNJE RADVANJE,1967,65.7,164990.0,podravska
SPODNJE RADVANJE,1985,65.9,125000.0,podravska
SPODNJE RADVANJE,1980,67.0,122000.0,podravska
SPODNJE RADVANJE,1987,70.1,154000.0,podravska
SPODNJE RADVANJE,1979,76.0,149990.0,podravska
SPODNJE RADVANJE,1981,77.8,141500.0,podravska
SPODNJE RADVANJE,1978,109.2,148000.0,podravska
"SPODNJE RADVANJE, BORŠTNIKOVA ULICA",1990,45.7,74990.0,podravska
"SPODNJE RADVANJE, BORŠTNIKOVA ULICA",1991,66.4,157000.0,podravska
"SPODNJE RADVANJE, KLINETOVA UL. 16",1984,61.0,128990.0,podravska
"SPODNJE RADVANJE, SLOVENIJA",1991,71.0,139900.0,podravska
"SPODNJE RADVANJE, SLOVENIJA",1991,72.0,160000.0,podravska
SPODNJI DUPLEK,2007,56.0,119900.0,podravska
SREDIŠČE OB DRAVI,1830,161.0,58000.0,podravska
STUDENCI,1870,23.21,49000.0,podravska
STUDENCI,1964,35.2,84500.0,podravska
STUDENCI,1969,52.1,119900.0,podravska
STUDENCI,1939,52.7,98500.0,podravska
STUDENCI,1930,53.4,109000.0,podravska
STUDENCI,1967,67.5,157000.0,podravska
STUDENCI,2020,71.1,230000.0,podravska
STUDENCI,1910,71.3,155000.0,podravska
STUDENCI,1939,79.4,80000.0,podravska
STUDENCI,2020,81.3,230000.0,podravska
STUDENCI,1939,145.0,128000.0,podravska
STUDENCI,2005,193.4,400000.0,podravska
"STUDENCI, MARIBOR",1910,72.5,155000.0,podravska
"STUDENCI, POLJANE",1970,44.0,95000.0,podravska
"STUDENCI, SLOVENIJA",1939,51.5,80000.0,podravska
"SV. ANA V SLOVENSKIH GORICAH, ODLIČNA INVESTICIJA",2022,42.6,68700.0,podravska
SV. TROJICA V SLOVENSKIH GORICAH,1856,59.9,85000.0,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2023,51.38,129853.31,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2013,51.8,120000.0,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2023,61.15,128047.66,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2022,79.25,168599.0,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2022,79.25,168599.34,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2022,81.83,176695.0,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2023,81.83,176695.5,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2022,81.83,176695.5,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2022,86.97,188237.07,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2023,92.15,129853.31,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2023,98.95,213745.1,podravska
ŠENTILJ V SLOVENSKIH GORICAH,1983,100.0,184990.0,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2023,101.43,220793.62,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2022,101.43,220793.61,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2023,146.07,312983.85,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2022,146.07,312983.85,podravska
ŠENTILJ V SLOVENSKIH GORICAH,2022,153.95,256942.85,podravska
TABOR,1970,32.0,85000.0,podravska
TABOR,1967,36.0,94900.0,podravska
TABOR,1976,36.8,87000.0,podravska
TABOR,1961,38.4,85000.0,podravska
TABOR,1910,40.1,85000.0,podravska
TABOR,1973,41.4,198700.0,podravska
TABOR,2016,45.0,108000.0,podravska
TABOR,1960,49.0,129000.0,podravska
TABOR,1959,51.5,139990.0,podravska
TABOR,1959,51.5,139990.0,podravska
TABOR,1965,54.4,114900.0,podravska
TABOR,1965,54.4,114900.0,podravska
TABOR,1965,54.4,114900.0,podravska
TABOR,1965,54.4,114900.0,podravska
TABOR,1965,54.4,114900.0,podravska
TABOR,1965,54.4,114900.0,podravska
TABOR,1970,55.3,114990.0,podravska
TABOR,2000,55.8,118000.0,podravska
TABOR,1966,57.5,118900.0,podravska
TABOR,1975,59.3,118000.0,podravska
TABOR,1975,61.0,134000.0,podravska
TABOR,1971,66.0,150000.0,podravska
TABOR,1972,66.1,150000.0,podravska
TABOR,1960,69.8,139600.0,podravska
TABOR,2021,70.4,149000.0,podravska
TABOR,2007,72.4,199900.0,podravska
TABOR,1980,78.0,139500.0,podravska
TABOR,2008,91.0,264000.0,podravska
TABOR,1936,91.6,139500.0,podravska
TABOR,1926,92.2,112900.0,podravska
TABOR,1960,92.6,134000.0,podravska
TABOR,1979,100.0,195000.0,podravska
TABOR,1929,102.8,135000.0,podravska
TABOR,1979,104.4,199500.0,podravska
TABOR,1975,109.77,184000.0,podravska
TABOR,2001,161.1,310000.0,podravska
"TABOR, BLIŽINA UKC",2022,82.7,199575.0,podravska
"TABOR, BLIŽINA UKC",2022,104.2,286200.0,podravska
"TABOR, BLIŽINA UKC",1925,134.5,280000.0,podravska
"TABOR, DVORAKOVA ULICA",1974,50.2,120000.0,podravska
"TABOR, DVORAKOVA ULICA",1974,84.0,168000.0,podravska
"TABOR, KARDELJEVA CESTA 57",1978,44.4,109000.0,podravska
"TABOR, KARDELJEVA CESTA 57",1978,44.4,109000.0,podravska
"TABOR, LJUBLJANSKA UL., MARIBORSKI DVOR",1925,115.7,149500.0,podravska
"TABOR, MAGDALENA",1845,64.5,159900.0,podravska
"TABOR, MAGDALENA",2007,72.4,210900.0,podravska
"TABOR, MAGDALENA",1911,81.25,125000.0,podravska
"TABOR, MARIBOR",1964,36.9,95000.0,podravska
"TABOR, MARIBOR",1914,51.7,129000.0,podravska
"TABOR, MARIBOR",1969,64.8,139900.0,podravska
"TABOR, MARIBOR - BLIŽINA UKC",1890,77.2,130000.0,podravska
"TABOR, NEPOSREDNA BLIŽINA UKC",1968,58.6,139500.0,podravska
"TABOR, NEPOSREDNA BLIŽINA UKCJA",1956,103.0,195000.0,podravska
"TABOR, PLEČNIKOVA ULICA",1970,68.1,150000.0,podravska
"TABOR, PUNCERJEVA 12B",1950,81.0,1990.0,podravska
"TABOR, ULICA MOŠE PIJADA",1973,48.2,94000.0,podravska
TEZNO,1967,37.6,85000.0,podravska
TEZNO,1959,49.9,119900.0,podravska
TEZNO,1988,53.7,109000.0,podravska
TEZNO,1975,53.9,118000.0,podravska
TEZNO,1964,55.0,119000.0,podravska
TEZNO,2007,58.2,119990.0,podravska
TEZNO,1976,59.4,117000.0,podravska
TEZNO,1967,64.0,79900.0,podravska
TEZNO,2007,76.0,190000.0,podravska
TEZNO,1953,83.7,139000.0,podravska
TEZNO,2005,107.0,185000.0,podravska
"TEZNO, BEVKOVA ULICA",1975,41.0,75000.0,podravska
"TEZNO, MARIBOR",1975,100.8,135000.0,podravska
"TEZNO, MARIBOR /",1965,54.0,79000.0,podravska
"TEZNO, SARAJEVSKA ULICA",1964,32.0,63000.0,podravska
ZGORNJA KUNGOTA,2008,57.0,125000.0,podravska
ZGORNJA KUNGOTA,2023,72.08,168043.08,podravska
ZGORNJA KUNGOTA,2022,72.17,162252.72,podravska
ZGORNJA KUNGOTA,2023,88.0,168043.08,podravska
ZGORNJA KUNGOTA,2022,88.01,168043.0,podravska
ZGORNJA KUNGOTA,2022,117.94,267500.84,podravska
ZGORNJA KUNGOTA,2023,117.94,267500.84,podravska
ZGORNJA KUNGOTA,2022,128.18,284106.78,podravska
ZGORNJA KUNGOTA,2023,128.18,284106.78,podravska
ZGORNJA KUNGOTA,2022,134.06,291334.88,podravska
ZGORNJA KUNGOTA,2022,141.33,313580.35,podravska
ZGORNJE RADVANJE,2011,45.6,185000.0,podravska
ZGORNJE RADVANJE,1995,55.5,125000.0,podravska
ZGORNJE RADVANJE,2008,66.5,179990.0,podravska
ZGORNJE RADVANJE,2011,77.8,240000.0,podravska
ZGORNJE RADVANJE,2003,83.3,222000.0,podravska
ZGORNJE RADVANJE,1960,109.2,148000.0,podravska
"ZGORNJE RADVANJE, POHORJE",2011,92.1,380000.0,podravska
"ZGORNJE RADVANJE, POHORJE",2011,133.2,520000.0,podravska
ZRKOVCI,1995,22.5,47000.0,podravska
ČRNA NA KOROŠKEM,1975,30.0,47000.0,koroska
ČRNA NA KOROŠKEM,1972,70.22,115000.0,koroska
LEGEN,2005,80.9,101000.0,koroska
LEGEN,2006,138.3,171000.0,koroska
LEGEN,2006,166.95,179000.0,koroska
"MEŽICA, LENARTOVA ULICA",1965,49.0,80000.0,koroska
MISLINJA,1952,92.1,115000.0,koroska
MISLINJA,2008,93.7,1000.0,koroska
MISLINJA,2022,112.6,250000.0,koroska
"PODVELKA, UGODNI STANOVANJSKI ENOTI",1800,86.4,49000.0,koroska
PREVALJE,1981,58.0,120000.0,koroska
PREVALJE,2009,95.7,160000.0,koroska
"PREVALJE, ZGORNJI KRAJ",1960,53.41,90000.0,koroska
RADLJE OB DRAVI,2014,122.1,219850.0,koroska
RADLJE OB DRAVI,1979,125.7,143500.0,koroska
RAVNE NA KOROŠKEM,1962,51.48,120000.0,koroska
RAVNE NA KOROŠKEM,1978,74.0,120000.0,koroska
RAVNE NA KOROŠKEM,2009,109.0,110000.0,koroska
"RAVNE NA KOROŠKEM, ČEČOVJE",1949,57.6,85000.0,koroska
SLOVENJ GRADEC,1900,46.44,73000.0,koroska
SLOVENJ GRADEC,2022,46.8,159120.0,koroska
SLOVENJ GRADEC,1970,50.0,64990.0,koroska
SLOVENJ GRADEC,2022,50.0,150000.0,koroska
SLOVENJ GRADEC,1981,63.1,97000.0,koroska
SLOVENJ GRADEC,2006,64.9,149000.0,koroska
SLOVENJ GRADEC,2022,69.0,189000.0,koroska
SLOVENJ GRADEC,1980,72.0,141000.0,koroska
SLOVENJ GRADEC,2022,74.5,216300.0,koroska
SLOVENJ GRADEC,1890,78.4,175000.0,koroska
SLOVENJ GRADEC,1981,80.0,152000.0,koroska
SLOVENJ GRADEC,2022,83.0,210000.0,koroska
SLOVENJ GRADEC,2022,131.6,246650.0,koroska
"SLOVENJ GRADEC, CENTER MESTA",1880,126.0,105000.0,koroska
"SLOVENJ GRADEC, RONKOVA ULICA, VIRTUALNI SPREHOD",2009,138.84,350000.0,koroska
ŠMARJEŠKE TOPLICE,2023,46.26,155500.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,71.36,182000.0,dolenjska
ČRNOMELJ,1970,41.9,65000.0,dolenjska
ČRNOMELJ,1989,73.8,92500.0,dolenjska
ČRNOMELJ,1995,181.4,830.0,dolenjska
"ČRNOMELJ, POD SMREKO 4",1967,55.0,80000.0,dolenjska
DOLENJSKE TOPLICE,1867,83.9,135000.0,dolenjska
DRAGA,1975,90.0,500.0,dolenjska
KOČEVJE,1930,88.55,69000.0,dolenjska
"KOČEVJE, CENTER",1985,74.4,112000.0,dolenjska
"KOČEVJE, TRG ZBORA ODPOSLANCEV",1967,61.3,74000.0,dolenjska
"KOČEVJE, TURJAŠKO NASELJE",1980,90.0,92000.0,dolenjska
METLIKA,2000,74.0,97000.0,dolenjska
"METLIKA, ULICA 1. MAJA",1978,38.1,87000.0,dolenjska
MIRNA,2022,42.5,124480.0,dolenjska
MIRNA,2022,42.5,124874.0,dolenjska
MIRNA,1964,79.8,87000.0,dolenjska
MIRNA,2022,83.4,191820.0,dolenjska
MIRNA,2022,84.4,194120.0,dolenjska
MIRNA,2022,84.7,194810.0,dolenjska
MIRNA,2022,84.8,195040.0,dolenjska
MIRNA,2022,88.0,212734.33,dolenjska
MIRNA,2022,91.0,213124.34,dolenjska
MIRNA,2022,91.0,216154.34,dolenjska
"MIRNA, CENTER KRAJA",2022,88.0,212735.0,dolenjska
"MIRNA, CENTER KRAJA",2022,91.4,216154.34,dolenjska
MLAKA PRI KOČEVJU,1924,67.5,80000.0,dolenjska
NOVO MESTO,1974,27.0,1700.0,dolenjska
NOVO MESTO,1974,47.8,125000.0,dolenjska
NOVO MESTO,2006,48.4,123000.0,dolenjska
NOVO MESTO,2006,48.4,123000.0,dolenjska
NOVO MESTO,2023,50.88,160000.0,dolenjska
NOVO MESTO,1992,53.8,150000.0,dolenjska
NOVO MESTO,1964,55.0,135000.0,dolenjska
NOVO MESTO,1980,61.9,149000.0,dolenjska
NOVO MESTO,1950,101.5,129000.0,dolenjska
NOVO MESTO,1962,103.0,247000.0,dolenjska
"NOVO MESTO, BLIŽINA CENTRA MESTA, DRSKA",2023,69.03,197000.08,dolenjska
"NOVO MESTO, BROD, MRZLA DOLINA",2022,47.14,144523.57,dolenjska
"NOVO MESTO, BROD, MRZLA DOLINA",2022,61.51,188657.55,dolenjska
"NOVO MESTO, BROD, MRZLA DOLINA",2022,71.38,215267.15,dolenjska
"NOVO MESTO, BROD, MRZLA DOLINA",2022,75.51,226405.21,dolenjska
"NOVO MESTO, BROD, MRZLA DOLINA",2022,78.55,236503.57,dolenjska
"NOVO MESTO, BROD, MRZLA DOLINA",2022,96.21,289899.33,dolenjska
"NOVO MESTO, BROD, MRZLA DOLINA",2022,98.39,294019.55,dolenjska
"NOVO MESTO, BROD, Z ATRIJEM",2022,111.0,243534.25,dolenjska
"NOVO MESTO, BROD, Z ATRIJEM - ZELENICO",2022,99.47,204864.93,dolenjska
"NOVO MESTO, DRSKA",1987,57.2,149000.0,dolenjska
"NOVO MESTO, GRM",1965,67.4,99000.0,dolenjska
"NOVO MESTO, JAKČEVA",1962,49.8,135000.0,dolenjska
"NOVO MESTO, JAKČEVA ULICA",1963,63.4,170000.0,dolenjska
"NOVO MESTO, JAKČEVA ULICA",1959,89.2,185000.0,dolenjska
"NOVO MESTO, KANDIJSKA CESTA",1975,62.6,165000.0,dolenjska
"NOVO MESTO, KOČEVARJEVA ULICA",2022,83.99,200700.0,dolenjska
"NOVO MESTO, MESTNE NJIVE",1963,47.0,120000.0,dolenjska
"NOVO MESTO, MESTNE NJIVE",1964,54.9,135000.0,dolenjska
"NOVO MESTO, MRZLA DOLINA",2022,69.92,211512.12,dolenjska
"NOVO MESTO, MRZLA DOLINA, BROD",2022,69.92,211512.12,dolenjska
"NOVO MESTO, MRZLA DOLINA, BROD",2022,77.13,228858.29,dolenjska
"NOVO MESTO, NAD MLINI - GRM",2020,55.0,160000.0,dolenjska
"NOVO MESTO, PAVČKOVA ULICA",2018,90.4,325000.0,dolenjska
"NOVO MESTO, PODBREZNIK",2008,84.0,179000.0,dolenjska
"NOVO MESTO, SEIDLOVA CESTA",1980,61.92,149000.0,dolenjska
"NOVO MESTO, SLAVKA GRUMA",1989,52.0,215000.0,dolenjska
"NOVO MESTO, SOSESKA LIVADA",2023,49.8,156000.0,dolenjska
"NOVO MESTO, ŠEGOVA ULICA",1977,32.0,110000.0,dolenjska
"NOVO MESTO, ŠEGOVA ULICA",1978,34.3,92000.0,dolenjska
"NOVO MESTO, ŠEGOVA ULICA",1976,51.0,135000.0,dolenjska
"NOVO MESTO, ŠMIHEL, Z ATRIJEM, ZELENICA",2019,78.7,275000.0,dolenjska
"NOVO MESTO, ULICA SLAVKA GRUMA",1989,58.6,158000.0,dolenjska
SLOVENSKA VAS,1959,81.6,154000.0,dolenjska
SLOVENSKA VAS,1967,326.0,60000.0,dolenjska
SLOVENSKA VAS,1896,357.7,60000.0,dolenjska
STARA CERKEV,1980,62.6,75000.0,dolenjska
STARA CERKEV,1985,160.0,50000.0,dolenjska
ŠKOCJAN,1800,84.9,110000.0,dolenjska
ŠMARJEŠKE TOPLICE,1999,35.0,79000.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.08,163400.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.26,163400.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.29,160600.0,dolenjska
ŠMARJEŠKE TOPLICE,2023,46.29,163600.0,dolenjska
